,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
193705,   -8.34,    0.23,   -0.73,   -3.10,    0.53,   -2.17,   -0.06,   -2.50,   -2.79,    0.47,    0.67,   -1.51,   -2.91,    0.39,   -0.83,   -1.36,   -3.40,   -1.83,   -5.92
193706,  -11.10,   -4.22,   -2.95,   -7.76,   -4.47,   -3.32,   -2.64,   -5.12,   -8.93,   -4.94,   -3.45,   -2.78,   -3.92,   -2.07,   -3.63,   -3.30,   -6.59,   -6.37,  -17.64
193707,   22.38,    9.25,    8.01,   10.96,    8.66,   10.58,    7.05,   10.42,   10.71,    7.49,   10.10,   11.56,    9.61,    8.24,    6.13,    9.51,   11.31,   11.46,    8.60
193708,  -10.51,   -4.22,   -4.61,   -7.60,   -3.13,   -6.10,   -4.97,   -5.82,   -7.85,   -3.83,   -2.30,   -8.42,   -3.76,   -6.21,   -3.99,   -4.35,   -7.26,   -6.81,  -10.84
193709,  -25.68,  -12.59,  -12.75,  -19.56,  -12.13,  -15.74,  -10.46,  -16.59,  -20.98,  -12.52,  -11.66,  -14.46,  -16.97,  -14.69,   -7.19,  -15.61,  -17.57,  -20.28,  -23.08
193710,   -7.68,  -10.19,   -7.68,  -14.07,  -10.19,   -9.34,   -6.98,  -10.00,  -16.55,   -9.93,  -10.50,  -10.18,   -8.51,   -7.62,   -6.51,   -9.32,  -10.70,  -15.63,  -19.44
193711,  -13.13,   -8.81,   -7.86,   -8.44,   -8.80,   -9.21,   -7.58,   -7.12,   -9.19,   -7.66,  -10.13,   -8.84,   -9.56,  -10.27,   -5.67,   -6.76,   -7.50,   -8.53,  -11.33
193712,  -15.10,   -4.36,   -3.14,   -7.16,   -3.84,   -5.13,   -2.45,   -6.33,   -6.80,   -1.58,   -6.55,   -6.52,   -3.76,   -2.32,   -2.54,   -5.10,   -7.61,   -4.18,  -15.59
193801,   -0.63,    1.39,   -0.12,   -0.33,    1.64,    0.66,   -0.66,    0.87,   -1.46,   -0.15,    3.90,    0.32,    0.98,    1.87,   -2.35,    0.66,    1.09,   -1.29,   -2.12
193802,    3.32,    6.43,    5.39,    5.90,    6.12,    7.41,    4.59,    6.24,    5.86,    5.95,    6.33,    7.78,    7.05,    8.70,    1.71,    6.50,    5.96,    4.20,   12.20
193803,  -37.24,  -23.67,  -22.68,  -30.31,  -23.40,  -24.08,  -21.88,  -26.11,  -32.68,  -23.63,  -23.13,  -24.78,  -23.40,  -25.01,  -19.54,  -24.93,  -27.39,  -29.49,  -43.98
193804,   26.04,   13.98,   14.63,   16.19,   13.56,   15.11,   14.40,   17.62,   13.19,   11.40,   16.16,   15.84,   14.43,   15.84,   13.39,   15.84,   19.61,   11.53,   20.56
193805,  -10.47,   -3.64,   -3.78,   -6.01,   -3.55,   -5.36,   -2.31,   -6.40,   -5.33,   -3.00,   -4.20,   -4.03,   -6.61,   -4.00,   -1.10,   -6.08,   -6.75,   -5.48,   -4.71
193806,   41.77,   25.85,   21.21,   29.83,   25.69,   26.96,   19.08,   24.11,   33.16,   27.01,   24.14,   26.51,   27.40,   22.42,   16.76,   22.23,   26.16,   31.93,   38.16
193807,    6.71,    6.89,    7.69,   10.12,    8.04,    5.87,    7.50,    7.21,   13.04,    6.06,   11.03,    4.42,    8.06,    7.69,    7.26,    7.22,    7.20,   11.16,   16.90
193808,  -19.52,   -0.50,   -6.01,   -5.81,    0.03,   -3.80,   -5.21,   -4.64,   -8.23,   -0.78,    1.21,   -1.68,   -6.89,   -4.46,   -6.15,   -5.69,   -3.25,   -8.32,   -8.06
193809,   -0.28,    1.31,    0.43,   -1.24,    1.18,    1.36,   -0.07,    0.26,   -2.74,    1.63,    0.55,    1.60,    0.99,   -0.56,    0.55,    0.24,    0.27,   -1.62,   -4.93
193810,   12.18,    7.03,    7.63,   14.58,    7.20,    5.70,    7.73,   13.20,   19.10,    6.72,    7.89,    6.65,    4.24,   10.46,    4.29,   15.56,   10.15,   19.61,   18.08
193811,  -19.76,   -1.18,   -2.18,   -3.32,   -1.56,   -0.54,   -3.03,   -2.97,   -3.87,   -1.25,   -2.01,   -0.31,   -0.90,   -3.41,   -2.54,   -3.15,   -2.73,   -2.94,   -5.77
193812,    4.92,    3.42,    4.43,    7.80,    3.53,    4.05,    3.80,    4.19,   10.31,    4.40,    2.28,    3.17,    5.46,    4.62,    2.72,    3.43,    5.20,    9.71,   11.57
193901,    2.01,   -5.30,   -6.31,  -10.90,   -5.97,   -4.92,   -5.62,   -7.98,  -12.37,   -5.43,   -6.74,   -3.80,   -6.66,   -4.79,   -6.73,   -6.98,   -9.28,  -11.45,  -14.26
193902,   -8.24,    3.36,    3.26,    6.81,    2.87,    3.33,    3.82,    6.06,    7.32,    2.21,    3.85,    4.43,    1.57,    4.94,    2.27,    5.90,    6.28,    7.10,    7.78
193903,  -19.98,   -9.96,  -13.92,  -21.57,  -11.03,   -9.32,  -13.56,  -18.25,  -25.32,   -8.79,  -14.31,   -7.66,  -12.07,  -14.87,  -11.69,  -18.77,  -17.57,  -23.72,  -28.67
193904,   -8.69,   -0.14,   -0.04,   -2.50,   -0.48,    0.35,   -0.03,   -1.85,   -0.83,   -0.84,    0.09,    0.56,   -0.01,    0.30,   -0.47,   -0.12,   -4.12,   -1.19,   -0.02
193905,   -2.86,    6.96,    5.80,    9.36,    7.07,    6.32,    5.57,    7.46,   10.24,    6.75,    7.56,    6.73,    5.62,    6.88,    3.77,    6.71,    8.47,   10.21,   10.31
193906,   -7.13,   -4.45,   -6.63,  -11.28,   -4.35,   -5.63,   -5.05,   -8.69,  -13.57,   -3.63,   -5.47,   -4.66,   -7.32,   -4.97,   -5.16,   -8.52,   -8.93,  -12.94,  -14.98
193907,   -1.77,   11.40,    8.75,   13.72,   11.29,    8.88,    9.38,   10.12,   17.52,    9.91,   13.32,   11.91,    7.57,    8.70,   10.48,   10.41,    9.18,   15.89,   20.49
193908,   -4.78,   -6.42,   -6.16,  -11.20,   -6.03,   -5.86,   -7.42,   -7.35,  -14.11,   -5.01,   -7.49,   -8.27,   -4.78,   -7.03,   -8.05,   -7.31,   -7.46,  -11.86,  -18.04
193909,  126.00,   13.98,   17.73,   43.23,   13.19,   12.91,   18.03,   32.01,   54.00,   10.59,   17.03,   17.89,   10.76,   16.90,   19.84,   32.53,   30.33,   46.65,   67.81
193910,  -27.09,    0.04,   -0.81,   -4.43,    0.04,    0.10,   -0.33,   -3.13,   -5.27,    0.63,   -0.79,    0.04,    0.12,    0.19,   -1.16,   -3.10,   -3.24,   -4.25,   -6.96
193911,  -14.06,   -2.72,   -3.92,  -10.35,   -2.39,   -2.48,   -4.10,   -7.62,  -13.06,   -1.77,   -3.27,   -4.29,   -1.65,   -4.48,   -3.50,   -7.93,   -6.57,  -10.44,  -17.50
193912,  -31.05,    3.60,    2.39,    0.90,    3.70,    2.57,    3.57,    0.80,    1.40,    3.87,    3.46,    3.14,    2.32,    3.73,    3.33,    0.96,    0.25,    1.89,    0.50
194001,   -3.74,   -2.20,   -2.48,   -4.72,   -2.13,   -1.80,   -2.09,   -4.54,   -6.12,   -2.23,   -2.00,   -2.51,   -1.48,   -2.56,   -1.35,   -5.04,   -2.86,   -4.61,   -8.90
194002,  -14.77,    1.30,    1.47,    1.80,    0.97,    1.84,    1.08,    2.14,    1.82,    0.77,    1.26,    2.94,    1.35,    0.82,    1.50,    2.26,    1.76,    1.94,    1.60
194003,   23.74,    2.42,    1.52,    2.26,    2.65,    1.03,    1.96,    2.31,    1.88,    2.48,    2.91,    1.29,    0.91,    1.97,    1.94,    2.18,    2.75,    2.49,    0.70
194004,  -16.20,   -0.03,    0.25,    0.98,    0.06,   -0.25,    0.89,    0.65,    0.07,    0.37,   -0.37,   -0.47,   -0.15,    0.56,    1.39,    0.19,    2.13,    0.94,   -1.62
194005,  -17.95,  -22.19,  -21.10,  -26.25,  -21.94,  -20.36,  -23.31,  -22.52,  -28.98,  -19.83,  -24.98,  -23.43,  -18.97,  -22.82,  -24.07,  -22.41,  -22.85,  -25.75,  -35.42
194006,    4.35,    4.94,    8.11,   10.17,    4.79,    7.20,   10.18,    5.58,   14.77,    3.47,    6.84,    5.65,    7.86,   10.88,    9.08,    5.80,    4.87,   14.99,   14.27
194007,   -7.50,    3.40,    3.14,    3.30,    3.92,    2.30,    3.44,    3.54,    2.85,    3.45,    5.10,    2.15,    2.54,    3.27,    4.05,    3.44,    3.72,    3.25,    2.17
194008,   -0.88,    2.19,    1.86,    3.25,    2.88,    1.16,    1.43,    2.60,    2.88,    2.96,    2.69,    0.48,    2.26,    0.45,    4.85,    2.05,    3.59,    2.15,    4.13
194009,    8.70,    3.18,    1.40,    1.67,    3.51,    2.57,    0.59,    0.71,    2.63,    3.56,    3.38,    2.36,    2.91,    0.55,    0.73,    0.67,    0.77,    2.40,    3.03
194010,    1.05,    0.94,    6.32,    7.82,    0.45,    3.00,    6.04,    8.58,    9.18,   -0.16,    1.99,    2.19,    4.30,    5.75,    7.01,    9.72,    6.53,   11.15,    5.86
194011,    7.11,   -1.88,   -1.23,   -0.57,   -2.54,   -0.78,   -0.81,    0.28,   -4.44,   -2.52,   -2.59,   -0.21,   -1.69,   -0.91,   -0.46,   -1.30,    3.21,   -4.44,   -4.43
194012,  -14.69,    0.57,    0.87,   -0.18,    0.23,    1.26,    0.20,    0.81,    0.62,    0.55,   -0.52,    1.40,    1.03,    0.56,   -0.99,    1.78,   -0.89,    1.93,   -1.66
194101,    6.65,   -5.03,   -3.78,   -1.34,   -5.77,   -3.89,   -2.92,   -3.15,   -0.25,   -6.30,   -4.49,   -3.21,   -4.97,   -2.85,   -3.15,   -3.59,   -2.35,   -1.79,    2.53
194102,   -4.62,   -1.61,   -1.51,   -0.76,   -1.54,   -1.70,   -1.24,   -1.58,   -0.50,   -1.80,   -0.90,   -1.78,   -1.56,   -0.96,   -2.17,   -1.89,   -1.01,    0.01,   -1.37
194103,   -2.89,    0.54,    1.21,    3.44,    0.50,    0.73,    1.71,    1.49,    4.19,    0.45,    0.64,    0.64,    0.87,    2.15,    0.20,    0.80,    2.72,    3.02,    6.22
194104,  -13.95,   -6.51,   -4.61,   -2.50,   -6.46,   -6.35,   -3.97,   -3.59,   -2.11,   -6.29,   -6.87,   -6.63,   -5.89,   -3.51,   -5.60,   -3.99,   -2.88,   -2.53,   -1.40
194105,    2.94,    0.96,    2.52,    2.25,    1.20,    1.27,    2.53,    2.85,    0.63,    1.49,    0.47,    0.40,    2.68,    2.92,    1.13,    2.29,    3.82,    0.32,    1.16
194106,    0.17,    6.15,    5.65,    3.78,    6.45,    5.31,    6.29,    4.55,    4.21,    6.64,    5.98,    5.43,    5.13,    6.45,    5.71,    5.24,    3.38,    4.05,    4.48
194107,   19.21,    3.84,    8.29,   11.33,    4.56,    3.73,    8.37,    9.69,   17.96,    4.30,    5.21,    2.24,    6.58,    8.57,    8.20,   11.29,    8.61,   15.51,   20.05
194108,   -0.22,    0.65,   -0.93,   -1.98,    0.79,    0.10,   -1.52,   -1.16,   -2.07,    0.94,    0.42,    0.34,   -0.35,   -0.48,   -2.42,   -0.04,   -1.95,   -0.99,   -2.95
194109,   -7.80,   -0.06,   -2.17,   -1.71,    0.15,   -1.01,   -2.58,   -1.41,   -2.23,   -0.05,    0.65,   -0.53,   -1.91,   -2.14,   -2.97,   -1.32,   -1.48,    0.43,   -4.45
194110,   10.59,   -6.09,   -3.46,   -3.18,   -6.62,   -4.83,   -2.84,   -2.65,   -5.13,   -6.95,   -5.79,   -4.88,   -4.74,   -4.21,   -1.63,   -3.14,   -2.31,   -3.26,   -6.76
194111,   12.80,   -2.25,   -0.76,   -1.88,   -1.80,   -2.61,    0.03,   -1.63,   -3.44,   -1.61,   -2.27,   -3.27,   -1.37,   -1.57,    1.40,   -2.24,   -1.21,   -1.58,   -5.12
194112,  -19.21,   -4.69,   -3.85,   -9.84,   -3.52,   -4.99,   -4.67,   -8.83,   -9.36,   -3.10,   -4.58,   -7.35,   -0.55,   -6.41,   -3.21,   -7.08,  -10.05,  -10.21,   -8.55
194201,   13.91,   -1.66,    1.02,   11.20,   -2.73,    0.66,    0.87,    7.10,   13.77,   -3.95,    0.45,    0.89,    0.26,    3.95,   -1.60,    2.96,   10.10,    8.39,   18.68
194202,   -1.07,   -2.26,   -2.70,   -2.25,   -2.50,   -1.99,   -3.17,   -2.27,   -1.13,   -2.88,   -1.54,   -1.71,   -2.48,   -2.72,   -3.56,   -1.57,   -2.75,   -4.81,    1.94
194203,  -14.04,   -5.81,   -7.33,   -6.05,   -5.47,   -6.82,   -7.86,   -5.82,   -6.37,   -5.91,   -4.40,   -6.57,   -7.27,   -8.52,   -7.30,   -5.71,   -5.90,   -5.33,   -7.17
194204,  -12.23,   -4.62,   -4.46,   -2.99,   -3.69,   -6.35,   -3.76,   -3.73,   -2.53,   -3.01,   -5.33,   -6.75,   -5.63,   -2.86,   -4.52,   -4.52,   -3.19,   -2.55,   -2.52
194205,    0.27,    7.32,    4.77,    0.80,    7.73,    5.87,    4.99,    2.37,   -0.91,    7.59,    8.07,    6.35,    5.05,    4.23,    5.64,    3.57,    1.56,    1.04,   -2.46
194206,    0.84,    3.02,    2.54,    2.72,    4.37,    1.11,    1.92,    2.76,    2.64,    4.43,    4.22,   -0.23,    3.50,    2.64,    1.31,    2.77,    2.76,    2.76,    2.53
194207,    2.52,    2.72,    4.28,    7.13,    2.18,    4.29,    3.48,    5.49,    7.56,    1.89,    2.70,    3.91,    4.89,    2.93,    4.16,    4.54,    6.82,    3.43,   11.77
194208,    7.96,    1.72,    1.79,    3.85,    1.40,    1.97,    1.44,    3.44,    4.14,    0.99,    2.13,    2.42,    1.28,    0.73,    2.32,    3.28,    3.64,    5.90,    2.47
194209,    6.03,    2.61,    2.83,    4.00,    2.92,    2.71,    1.91,    2.58,    5.68,    3.37,    2.12,    1.95,    3.89,    2.04,    1.76,    2.43,    2.78,    2.41,    8.84
194210,   22.41,    5.35,    7.88,   12.46,    5.30,    5.57,    9.09,   10.37,   14.18,    5.29,    5.30,    5.47,    5.72,    7.91,   10.52,    9.77,   11.19,   13.52,   14.78
194211,   -2.11,    1.07,    0.09,   -4.34,    0.95,    1.65,   -0.04,   -3.46,   -5.05,    1.39,    0.17,    1.33,    2.13,    0.61,   -0.80,   -3.21,   -3.80,   -2.04,   -7.78
194212,   -7.86,    4.85,    5.81,    5.40,    5.87,    3.90,    5.71,    6.17,    4.05,    5.29,    6.90,    2.67,    5.79,    5.83,    5.57,    5.99,    6.42,    3.23,    4.85
194301,   17.46,    5.43,    8.36,   12.06,    5.61,    5.92,    9.06,    9.23,   15.94,    5.86,    5.18,    5.02,    7.25,    9.90,    8.03,    9.25,    9.22,   16.28,   15.60
194302,   63.04,    4.90,    7.14,   12.36,    3.79,    6.33,    8.16,   10.03,   14.65,    2.95,    5.27,    7.39,    4.79,    7.57,    8.90,    9.62,   10.58,   13.08,   16.17
194303,  -15.05,    4.23,    7.41,   11.83,    4.21,    5.08,    8.27,    9.06,   13.48,    3.44,    5.55,    4.28,    6.25,    9.00,    7.37,    7.99,   10.49,   11.72,   15.13
194304,    0.87,   -0.12,    1.34,    3.64,   -0.58,    1.03,    1.15,    1.10,    7.83,   -0.56,   -0.62,    0.90,    1.22,    0.91,    1.46,    1.83,    0.15,    4.38,   10.98
194305,    6.76,    5.08,    5.93,    8.41,    5.24,    4.82,    7.00,    6.59,    9.34,    5.04,    5.59,    4.73,    4.96,    7.47,    6.42,    5.84,    7.58,    7.87,   10.61
194306,   -5.50,    2.13,    1.89,    0.09,    2.00,    2.96,    0.40,    1.04,   -0.73,    0.89,    3.89,    2.40,    3.78,    0.18,    0.68,    1.20,    0.83,    3.47,   -4.25
194307,    1.37,   -4.77,   -3.93,   -5.98,   -5.44,   -3.63,   -3.00,   -5.47,   -7.88,   -5.47,   -5.34,   -3.47,   -4.01,   -1.87,   -4.88,   -6.37,   -4.83,   -5.51,  -10.26
194308,   -4.80,    1.48,    1.21,    0.29,    1.49,    1.40,    1.30,    0.56,    0.24,    1.24,    2.25,    1.46,    1.24,    1.25,    1.39,    0.90,    0.31,    0.77,   -0.32
194309,    4.27,    2.22,    2.75,    3.03,    2.37,    1.95,    2.75,    2.99,    4.32,    2.30,    2.58,    1.93,    2.00,    2.76,    2.73,    4.02,    2.27,    3.46,    5.25
194310,  -11.74,   -1.43,   -0.90,    0.45,   -1.77,   -1.10,   -0.95,    0.91,   -0.40,   -1.92,   -1.29,   -0.80,   -1.87,   -0.12,   -2.37,    0.84,    0.96,   -0.53,   -0.26
194311,  -25.91,   -4.80,   -6.70,   -9.51,   -5.04,   -4.55,   -6.82,   -7.92,  -13.48,   -4.47,   -6.76,   -4.35,   -5.04,   -6.51,   -7.37,   -8.96,   -7.17,  -11.47,  -15.56
194312,   16.27,    5.70,    7.22,    8.02,    5.52,    6.13,    7.17,    7.30,   11.27,    4.96,    7.26,    6.05,    6.36,    6.22,    8.84,    8.80,    6.22,   10.40,   12.23
194401,   -4.28,    0.89,    1.87,    4.95,    0.86,    1.11,    2.39,    2.49,    7.28,    0.43,    2.15,    0.95,    1.53,    1.74,    3.49,    0.99,    3.59,    5.36,    9.37
194402,   -4.39,    0.08,    0.80,    2.13,    0.24,    0.06,    0.63,    0.78,    4.97,    0.27,    0.16,   -0.24,    0.81,    1.42,   -0.70,    1.26,    0.43,    3.80,    6.19
194403,    6.96,    2.20,    2.66,    4.10,    2.55,    1.88,    2.23,    3.48,    5.39,    2.75,    1.94,    1.56,    2.73,    1.47,    3.53,    3.75,    3.28,    4.99,    5.80
194404,   -8.34,   -1.41,   -1.96,   -1.98,   -1.39,   -1.55,   -2.08,   -1.55,   -2.99,   -1.30,   -1.66,   -1.43,   -1.84,   -1.94,   -2.32,   -1.84,   -1.34,   -1.35,   -4.64
194405,   -0.27,    4.63,    5.21,    5.72,    4.48,    4.85,    5.09,    5.20,    7.86,    4.55,    4.28,    4.90,    4.69,    4.80,    5.59,    6.35,    4.36,    8.14,    7.57
194406,   44.78,    5.03,    5.55,    7.91,    5.66,    4.39,    4.63,    7.48,    8.76,    5.40,    6.43,    3.83,    5.82,    5.01,    4.00,    7.63,    7.36,    9.19,    8.30
194407,    0.00,   -1.61,   -1.44,   -0.93,   -1.75,   -1.45,   -1.19,   -1.38,   -0.75,   -2.13,   -0.76,   -1.28,   -1.66,   -1.44,   -0.81,   -1.48,   -1.26,   -1.68,    1.25
194408,  -20.00,    1.45,    1.51,    1.25,    1.71,    0.72,    2.41,    2.05,    0.58,    1.63,    1.92,    0.82,    0.58,    2.38,    2.46,    1.66,    2.49,    1.35,   -1.04
194409,  -50.00,    0.36,   -0.24,   -0.25,    0.46,   -0.36,   -0.06,    0.25,    0.03,    0.44,    0.50,    0.13,   -0.96,    0.29,   -0.60,    1.12,   -0.76,    0.29,   -0.52
194410,  -99.99,   -0.06,    0.81,   -0.14,   -0.33,    0.80,    0.79,   -0.19,    0.22,   -0.16,   -0.76,    0.59,    1.05,    0.88,    0.64,    0.31,   -0.79,    0.45,   -0.28
194411,  -99.99,    1.16,    2.31,    3.24,    1.11,    1.75,    2.14,    2.87,    3.31,    1.11,    1.09,    1.29,    2.33,    1.81,    2.65,    2.67,    3.11,    2.52,    5.03
194412,  -99.99,    2.58,    4.72,    9.83,    2.39,    3.53,    5.23,    5.32,   12.04,    2.13,    3.05,    3.05,    4.12,    5.53,    4.75,    5.00,    5.71,    8.93,   18.66
194501,  -99.99,    0.88,    3.23,    3.52,    1.31,    1.17,    3.26,    5.11,    2.19,    1.14,    1.73,   -0.15,    2.77,    2.70,    4.12,    4.24,    6.12,    4.05,   -1.41
194502,  -99.99,    5.19,    6.40,   10.07,    5.43,    5.37,    6.19,    8.21,   10.38,    5.55,    5.14,    4.59,    6.30,    6.61,    5.54,    7.11,    9.48,    9.24,   12.72
194503,  -99.99,   -3.23,   -4.56,   -4.96,   -3.87,   -3.03,   -4.13,   -5.61,   -4.56,   -3.85,   -3.91,   -1.69,   -4.59,   -3.94,   -4.42,   -5.50,   -5.73,   -4.55,   -4.58
194504,  -99.99,    6.78,    8.13,   10.73,    7.57,    6.52,    7.86,    8.46,   11.61,    7.48,    7.82,    4.90,    8.45,    8.12,    7.47,    7.97,    9.02,    9.61,   15.59
194505,  -99.99,    2.03,    1.15,    1.80,    1.69,    1.95,    1.43,    0.81,    2.47,    0.78,    4.01,    2.87,    0.89,    1.55,    1.26,    1.10,    0.48,    1.91,    3.53
194506,  -99.99,   -1.10,    0.89,    3.99,   -1.72,    0.25,    1.04,    2.04,    5.19,   -1.83,   -1.43,    0.39,    0.09,    0.81,    1.39,    2.46,    1.57,    2.43,   10.31
194507,  -99.99,   -1.50,   -1.95,   -4.62,   -1.45,   -0.87,   -3.01,   -2.71,   -5.00,   -1.14,   -2.22,   -1.69,   -0.35,   -3.65,   -2.01,   -1.92,   -3.69,   -3.45,   -7.12
194508,  -99.99,    8.56,    4.65,    2.95,    8.64,    5.86,    5.01,    4.01,    2.54,    7.96,   10.33,    8.21,    4.41,    5.24,    4.65,    4.05,    3.96,    4.17,    0.22
194509,  -99.99,    4.64,    4.58,    5.82,    5.05,    3.44,    4.37,    5.67,    6.53,    5.18,    4.72,    2.86,    3.82,    4.12,    4.74,    6.91,    4.12,    5.40,    8.20
194510,  -99.99,    2.51,    5.12,    5.74,    2.51,    3.27,    5.71,    6.82,    5.00,    2.53,    2.46,    2.54,    3.72,    6.17,    4.99,    6.26,    7.53,    5.00,    5.01
194511,  -99.99,    3.15,    6.13,    9.65,    2.97,    5.15,    5.81,    7.71,   10.40,    2.24,    4.78,    3.95,    5.91,    5.67,    6.03,    7.58,    7.87,    7.97,   13.90
194512,  -99.99,    1.87,    1.30,   -0.18,    1.89,    1.18,    1.70,    0.93,   -0.53,    1.85,    1.99,    1.81,    0.79,    2.40,    0.60,    1.13,    0.67,   -0.05,   -1.17
194601,  -99.99,    6.26,    5.25,    8.44,    6.12,    5.53,    4.99,    6.88,    9.27,    5.71,    7.10,    6.89,    4.68,    5.03,    4.94,    7.21,    6.46,    8.97,    9.68
194602,  -99.99,   -5.90,   -5.11,   -7.35,   -5.79,   -4.91,   -5.16,   -6.88,   -7.68,   -5.31,   -6.94,   -6.35,   -3.99,   -5.00,   -5.40,   -7.15,   -6.55,   -6.84,   -8.83
194603,  -99.99,    5.23,    6.93,    5.24,    5.07,    5.44,    8.15,    7.32,    4.11,    4.81,    5.70,    5.90,    5.16,    8.32,    7.87,    6.78,    8.00,    4.77,    3.17
194604,  -99.99,    3.79,    5.39,    3.18,    3.75,    4.18,    5.99,    5.37,    2.40,    3.51,    4.30,    3.98,    4.31,    6.45,    5.26,    5.66,    5.01,    3.33,    1.08
194605,  -99.99,    3.35,    3.73,    6.26,    2.99,    4.39,    2.81,    5.72,    6.66,    3.10,    2.74,    4.94,    4.04,    3.25,    2.10,    6.01,    5.34,    3.78,   10.83
194606,  -99.99,   -4.42,   -2.84,   -4.43,   -4.45,   -3.44,   -1.96,   -5.74,   -3.67,   -4.13,   -5.22,   -4.29,   -2.91,   -1.70,   -2.38,   -5.39,   -6.19,   -3.60,   -3.76
194607,  -19.51,   -2.85,   -2.50,   -2.72,   -2.48,   -3.89,   -2.36,   -1.74,   -3.47,   -2.34,   -2.63,   -4.19,   -3.60,   -4.04,   -1.40,   -2.01,   -1.26,   -1.03,   -6.75
194608,   -9.52,   -6.44,   -6.37,   -6.37,   -6.22,   -6.78,   -6.82,   -5.33,   -7.35,   -6.04,   -6.41,   -7.26,   -6.32,   -6.66,   -6.90,   -5.79,   -4.50,   -6.54,   -8.50
194609,  -21.53,  -10.03,   -8.85,  -12.30,  -10.21,   -9.68,   -8.44,   -8.87,  -13.99,   -9.68,  -10.78,   -9.33,  -10.01,  -10.48,   -7.30,   -8.70,   -9.18,  -10.53,  -19.02
194610,   -0.61,   -2.52,   -1.71,    0.50,   -2.53,   -2.32,   -3.03,   -0.04,    1.14,   -3.80,   -1.18,   -2.50,   -2.14,   -1.45,   -3.89,    0.30,   -0.63,    0.12,    2.77
194611,   -3.68,   -0.29,    0.63,    0.01,   -0.08,   -0.02,    0.41,    0.53,   -0.09,    1.00,   -1.20,   -1.08,    1.00,   -2.61,    2.08,    0.72,    0.19,   -0.04,   -0.17
194612,   -2.55,    5.32,    5.15,    4.00,    5.49,    6.12,    4.68,    4.44,    3.73,    5.14,    5.87,    4.65,    7.49,    5.72,    4.14,    4.42,    4.47,    3.92,    3.43
194701,    5.23,    2.30,   -0.28,    2.12,    1.97,    0.41,    1.53,    0.02,    1.97,    0.05,    3.98,    3.57,   -2.48,    2.00,    1.28,   -1.30,    2.39,    2.03,    1.87
194702,    4.35,    0.00,   -1.28,   -1.48,    0.28,   -0.62,   -1.46,   -1.53,   -1.58,   -0.69,    1.26,   -1.05,   -0.20,   -1.10,   -1.66,   -1.66,   -1.30,   -1.20,   -2.18
194703,   -4.76,   -1.88,   -1.20,   -1.64,   -1.67,   -2.22,   -2.31,    0.21,   -2.29,   -1.99,   -1.34,   -2.68,   -1.78,   -2.40,   -2.27,    0.62,   -0.50,   -0.83,   -4.59
194704,  -19.38,   -5.35,   -4.00,   -5.07,   -5.22,   -5.85,   -3.83,   -3.82,   -5.13,   -5.91,   -4.55,   -5.85,   -5.85,   -6.28,   -2.49,   -3.16,   -4.97,   -4.03,   -6.94
194705,   -6.98,   -1.33,   -0.12,   -2.25,   -1.35,   -1.18,   -1.63,    0.80,   -2.42,   -1.20,   -1.50,   -1.24,   -1.12,   -1.47,   -1.71,    2.35,   -1.95,   -1.83,   -3.41
194706,    6.67,    6.35,    4.62,    4.58,    6.14,    6.83,    2.00,    5.92,    4.78,    7.00,    5.31,    7.16,    6.51,    7.75,   -1.00,    6.82,    4.25,    4.56,    5.17
194707,   33.33,    3.58,    3.69,    7.30,    3.56,    3.97,    3.51,    4.37,    7.73,    3.12,    4.16,    3.67,    4.22,    3.57,    3.47,    3.66,    5.73,    6.72,    9.37
